 time            v(stimulus)     v(host)         v(line)         v(sense)
 7.41400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 7.46400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 7.51400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 7.56400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 7.61400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 7.66400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 7.71400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 7.76400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 7.81400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 7.86400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 7.91400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 7.96400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.01400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.06400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.11400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.16400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.21400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.26400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.31400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.36400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.41400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.46400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.51400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.56400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.61400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.66400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.71400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.76400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.81400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.86400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.91400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 8.96400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.01400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.06400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.11400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.16400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.21400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.26400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.31400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.36400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.41400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.46400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.51400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.56400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.61400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.66400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.71400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.76400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.81400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.86400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.91400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 9.96400000e-06  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 1.00000000e-05  0.00000000e+00  0.00000000e+00  4.77550987e+00  3.30000000e+00
 1.00000820e-05  2.70628252e-03  0.00000000e+00  4.77550993e+00  3.30000000e+00
 1.00002460e-05  8.11884755e-03  0.00000000e+00  4.77551017e+00  3.30000000e+00
 1.00005741e-05  1.89439776e-02  0.00000000e+00  4.77551136e+00  3.30000000e+00
 1.00009326e-05  3.07773425e-02  0.00000000e+00  4.77551371e+00  3.30000000e+00
 1.00016498e-05  5.44440722e-02  0.00000000e+00  4.77552161e+00  3.30000000e+00
 1.00029992e-05  9.89723194e-02  0.00000000e+00  4.77554731e+00  3.30000000e+00
 1.00048778e-05  1.60967247e-01  0.00000000e+00  4.77560446e+00  3.30000000e+00
 1.00076374e-05  2.52034394e-01  0.00000000e+00  4.77572679e+00  3.30000000e+00
 1.00113084e-05  3.73175708e-01  0.00000000e+00  4.77594548e+00  3.30000000e+00
 1.00165489e-05  5.46115345e-01  0.00000000e+00  4.77633288e+00  3.30000000e+00
 1.00240990e-05  7.95267294e-01  0.00000000e+00  4.77696053e+00  3.30000000e+00
 1.00376337e-05  1.24191110e+00  0.00000000e+00  4.76556031e+00  3.30000000e+00
 1.00519406e-05  1.71404084e+00  0.00000000e+00  4.64826901e+00  3.30000000e+00
 1.00661033e-05  2.18140881e+00  0.00000000e+00  4.33444774e+00  3.30000000e+00
 1.00835945e-05  2.75861775e+00  0.00000000e+00  3.64287017e+00  3.30000000e+00
 1.01000000e-05  3.30000000e+00  0.00000000e+00  2.68828811e+00  3.30000000e+00
 1.01023558e-05  3.30000000e+00  0.00000000e+00  2.52524649e+00  3.30000000e+00
 1.01070675e-05  3.30000000e+00  0.00000000e+00  2.19003886e+00  3.30000000e+00
 1.01164908e-05  3.30000000e+00  0.00000000e+00  1.47613019e+00  3.30000000e+00
 1.01243169e-05  3.30000000e+00  0.00000000e+00  8.54039518e-01  3.30000000e+00
 1.01290618e-05  3.30000000e+00  0.00000000e+00  4.73062741e-01  3.30000000e+00
 1.01324453e-05  3.30000000e+00  0.00000000e+00  2.16660735e-01  3.30000000e+00
 1.01341362e-05  3.30000000e+00  0.00000000e+00  1.11902305e-01  3.30000000e+00
 1.01353257e-05  3.30000000e+00  0.00000000e+00  5.99346115e-02  3.30000000e+00
 1.01363616e-05  3.30000000e+00  0.00000000e+00  3.00484621e-02  3.30000000e+00
 1.01371175e-05  3.30000000e+00  0.00000000e+00  1.53641506e-02  3.30000000e+00
 1.01376976e-05  3.30000000e+00  0.00000000e+00  7.14048435e-03  3.30000000e+00
 1.01382470e-05  3.30000000e+00  0.00000000e+00  1.23002767e-03  3.30000000e+00
 1.01388178e-05  3.30000000e+00  0.00000000e+00 -3.38515958e-03  3.30000000e+00
 1.01393612e-05  3.30000000e+00  0.00000000e+00 -6.64312959e-03  3.30000000e+00
 1.01400540e-05  3.30000000e+00  0.00000000e+00 -9.59952647e-03  3.30000000e+00
 1.01408467e-05  3.30000000e+00  0.00000000e+00 -1.18004289e-02  3.30000000e+00
 1.01418051e-05  3.30000000e+00  0.00000000e+00 -1.33794773e-02  3.30000000e+00
 1.01428729e-05  3.30000000e+00  0.00000000e+00 -1.43185965e-02  3.30000000e+00
 1.01441799e-05  3.30000000e+00  0.00000000e+00 -1.48626269e-02  3.30000000e+00
 1.01457523e-05  3.30000000e+00  0.00000000e+00 -1.51022338e-02  3.30000000e+00
 1.01478496e-05  3.30000000e+00  0.00000000e+00 -1.51477241e-02  3.30000000e+00
 1.01506243e-05  3.30000000e+00  0.00000000e+00 -1.50666747e-02  3.30000000e+00
 1.01547200e-05  3.30000000e+00  0.00000000e+00 -1.49222750e-02  3.30000000e+00
 1.01611524e-05  3.30000000e+00  0.00000000e+00 -1.47668578e-02  3.30000000e+00
 1.01740171e-05  3.30000000e+00  0.00000000e+00 -1.46342973e-02  3.30000000e+00
 1.01997467e-05  3.30000000e+00  0.00000000e+00 -1.45906672e-02  3.30000000e+00
 1.02246619e-05  3.30000000e+00  0.00000000e+00 -1.45958294e-02  3.30000000e+00
 1.02379670e-05  3.30000000e+00  0.00000000e+00 -1.45956444e-02  3.30000000e+00
 1.02458478e-05  3.30000000e+00  0.00000000e+00 -1.45956220e-02  3.30000000e+00
 1.02486234e-05  3.30000000e+00  0.00000000e+00 -1.45956195e-02  3.30000000e+00
 1.02497929e-05  3.30000000e+00  0.00000000e+00 -1.45956171e-02  1.80495575e+00
 1.02505694e-05  3.30000000e+00  0.00000000e+00 -1.45956152e-02  5.24157048e-01
 1.02507451e-05  3.30000000e+00  0.00000000e+00 -1.45956212e-02  4.08160491e-01
 1.02509371e-05  3.30000000e+00  0.00000000e+00 -1.45956090e-02  3.10410356e-01
 1.02511528e-05  3.30000000e+00  0.00000000e+00 -1.45956236e-02  2.28152408e-01
 1.02514127e-05  3.30000000e+00  0.00000000e+00 -1.45956075e-02  1.57219125e-01
 1.02517011e-05  3.30000000e+00  0.00000000e+00 -1.45956234e-02  1.03879180e-01
 1.02519730e-05  3.30000000e+00  0.00000000e+00 -1.45956070e-02  7.03411176e-02
 1.02522454e-05  3.30000000e+00  0.00000000e+00 -1.45956226e-02  4.75886775e-02
 1.02525110e-05  3.30000000e+00  0.00000000e+00 -1.45956072e-02  3.25187897e-02
 1.02527834e-05  3.30000000e+00  0.00000000e+00 -1.45956215e-02  2.20013623e-02
 1.02530519e-05  3.30000000e+00  0.00000000e+00 -1.45956075e-02  1.49704478e-02
 1.02533240e-05  3.30000000e+00  0.00000000e+00 -1.45956203e-02  1.01319286e-02
 1.02535928e-05  3.30000000e+00  0.00000000e+00 -1.45956079e-02  6.89150458e-03
 1.02538642e-05  3.30000000e+00  0.00000000e+00 -1.45956190e-02  4.66916355e-03
 1.02541334e-05  3.30000000e+00  0.00000000e+00 -1.45956083e-02  3.17389630e-03
 1.02544045e-05  3.30000000e+00  0.00000000e+00 -1.45956179e-02  2.15134563e-03
 1.02546741e-05  3.30000000e+00  0.00000000e+00 -1.45956086e-02  1.46171084e-03
 1.02549449e-05  3.30000000e+00  0.00000000e+00 -1.45956168e-02  9.91163589e-04
 1.02552146e-05  3.30000000e+00  0.00000000e+00 -1.45956089e-02  6.73232599e-04
 1.02554865e-05  3.30000000e+00  0.00000000e+00 -1.45956159e-02  4.55822332e-04
 1.02558147e-05  3.30000000e+00  0.00000000e+00 -1.45956091e-02  2.83897553e-04
 1.02561783e-05  3.30000000e+00  0.00000000e+00 -1.45956150e-02  1.67615903e-04
 1.02566180e-05  3.30000000e+00  0.00000000e+00 -1.45956089e-02  8.80078567e-05
 1.02571204e-05  3.30000000e+00  0.00000000e+00 -1.45956142e-02  4.18173358e-05
 1.02577523e-05  3.30000000e+00  0.00000000e+00 -1.45956085e-02  1.59613488e-05
 1.02585287e-05  3.30000000e+00  0.00000000e+00 -1.45956133e-02  4.63531133e-06
 1.02595885e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02  6.60305577e-07
 1.02610663e-05  3.30000000e+00  0.00000000e+00 -1.45956120e-02 -1.50238230e-08
 1.02634841e-05  3.30000000e+00  0.00000000e+00 -1.45956063e-02  3.94590659e-09
 1.02680522e-05  3.30000000e+00  0.00000000e+00 -1.45956100e-02 -2.08256220e-09
 1.02771885e-05  3.30000000e+00  0.00000000e+00 -1.45956040e-02  1.52502600e-09
 1.02954610e-05  3.30000000e+00  0.00000000e+00 -1.45956081e-02 -1.30624595e-09
 1.03320059e-05  3.30000000e+00  0.00000000e+00 -1.45956032e-02  1.20906356e-09
 1.03820059e-05  3.30000000e+00  0.00000000e+00 -1.45956080e-02 -1.14265275e-09
 1.04320059e-05  3.30000000e+00  0.00000000e+00 -1.45956032e-02  1.07988972e-09
 1.04820059e-05  3.30000000e+00  0.00000000e+00 -1.45956080e-02 -1.02057411e-09
 1.05320059e-05  3.30000000e+00  0.00000000e+00 -1.45956032e-02  9.64516549e-10
 1.05820059e-05  3.30000000e+00  0.00000000e+00 -1.45956080e-02 -9.11538090e-10
 1.06320059e-05  3.30000000e+00  0.00000000e+00 -1.45956032e-02  8.61469604e-10
 1.06820059e-05  3.30000000e+00  0.00000000e+00 -1.45956080e-02 -8.14151254e-10
 1.07320059e-05  3.30000000e+00  0.00000000e+00 -1.45956032e-02  7.69431981e-10
 1.07820059e-05  3.30000000e+00  0.00000000e+00 -1.45956080e-02 -7.27169025e-10
 1.08320059e-05  3.30000000e+00  0.00000000e+00 -1.45956032e-02  6.87227467e-10
 1.08820059e-05  3.30000000e+00  0.00000000e+00 -1.45956080e-02 -6.49479797e-10
 1.09320059e-05  3.30000000e+00  0.00000000e+00 -1.45956032e-02  6.13805512e-10
 1.09820059e-05  3.30000000e+00  0.00000000e+00 -1.45956080e-02 -5.80090725e-10
